0 7 8 6 3 1 5 2 4 | 4 157
0 7 8 6 2 3 5 1 4 | 3 3136
0 7 8 6 1 3 5 2 4 | 4 277
0 7 8 6 2 1 5 3 4 | 3 12012
0 7 8 6 1 2 5 3 4 | 3 27978
0 7 8 6 4 3 2 5 1 | 4 426
0 7 8 6 4 3 1 5 2 | 4 310
0 7 8 6 4 2 3 5 1 | 3 27465
0 7 8 6 4 1 3 5 2 | 3 12470
0 7 8 6 4 2 1 5 3 | 3 12733
0 7 8 6 4 1 2 5 3 | 3 18653
0 7 8 6 3 4 2 5 1 | 4 228
0 7 8 6 3 4 1 5 2 | 4 186
0 7 8 6 2 4 3 5 1 | 3 12884
0 7 8 6 1 4 3 5 2 | 3 12104
0 7 8 6 2 4 1 5 3 | 4 228
0 7 8 6 1 4 2 5 3 | 4 462
0 7 8 6 3 2 4 5 1 | 4 222
0 7 8 6 3 1 4 5 2 | 3 18653
0 7 8 6 2 3 4 5 1 | 3 3136
0 7 8 6 1 3 4 5 2 | 3 18523
0 7 8 6 2 1 4 5 3 | 3 23139
0 7 8 6 1 2 4 5 3 | 3 22267
0 7 8 6 3 2 1 5 4 | 3 12760
0 7 8 6 3 1 2 5 4 | 3 24531
0 7 8 6 2 3 1 5 4 | 3 12012
0 7 8 6 1 3 2 5 4 | 4 271
0 7 8 6 2 1 3 5 4 | 3 27280
0 7 8 6 1 2 3 5 4 | 3 14684
0 7 8 6 4 3 2 1 5 | 4 324
0 7 8 6 4 3 1 2 5 | 3 24640
0 7 8 6 4 2 3 1 5 | 3 3136
0 7 8 6 4 1 3 2 5 | 3 13152
0 7 8 6 4 2 1 3 5 | 4 324
0 7 8 6 4 1 2 3 5 | 3 31209
0 7 8 6 3 4 2 1 5 | 3 17361
0 7 8 6 3 4 1 2 5 | 4 184
0 7 8 6 2 4 3 1 5 | 3 12733
0 7 8 6 1 4 3 2 5 | 4 400
0 7 8 6 2 4 1 3 5 | 4 204
0 7 8 6 1 4 2 3 5 | 3 11702
0 7 8 6 3 2 4 1 5 | 4 276
0 7 8 6 3 1 4 2 5 | 4 156
0 7 8 6 2 3 4 1 5 | 3 13152
0 7 8 6 1 3 4 2 5 | 3 11720
0 7 8 6 2 1 4 3 5 | 4 534
0 7 8 6 1 2 4 3 5 | 4 318
0 7 8 6 3 2 1 4 5 | 4 174
0 7 8 6 3 1 2 4 5 | 3 31755
0 7 8 6 2 3 1 4 5 | 3 2204
0 7 8 6 1 3 2 4 5 | 4 270
0 7 8 6 2 1 3 4 5 | 3 13165
0 7 8 6 1 2 3 4 5 | 4 294
0 7 8 5 6 4 3 2 1 | 4 474
0 7 8 5 6 4 3 1 2 | 4 450
0 7 8 5 6 4 2 3 1 | 4 450
0 7 8 5 6 4 1 3 2 | 4 570
0 7 8 5 6 4 2 1 3 | 4 474
0 7 8 5 6 4 1 2 3 | 4 594
0 7 8 5 6 3 4 2 1 | 3 1056
0 7 8 5 6 3 4 1 2 | 4 330
0 7 8 5 6 2 4 3 1 | 3 2645
0 7 8 5 6 1 4 3 2 | 3 23116
0 7 8 5 6 2 4 1 3 | 3 21660
0 7 8 5 6 1 4 2 3 | 4 669
0 7 8 5 6 3 2 4 1 | 3 12891
0 7 8 5 6 3 1 4 2 | 3 26748
0 7 8 5 6 2 3 4 1 | 4 471
0 7 8 5 6 1 3 4 2 | 3 32498
0 7 8 5 6 2 1 4 3 | 3 13165
0 7 8 5 6 1 2 4 3 | 3 14556
0 7 8 5 6 3 2 1 4 | 3 12012
0 7 8 5 6 3 1 2 4 | 4 303
0 7 8 5 6 2 3 1 4 | 3 27978
0 7 8 5 6 1 3 2 4 | 3 13560
0 7 8 5 6 2 1 3 4 | 3 16188
0 7 8 5 6 1 2 3 4 | 3 17341
0 7 8 4 6 5 3 2 1 | 3 21524
0 7 8 4 6 5 3 1 2 | 3 27592
0 7 8 4 6 5 2 3 1 | 4 452
0 7 8 4 6 5 1 3 2 | 3 19476
0 7 8 4 6 5 2 1 3 | 4 1088
0 7 8 4 6 5 1 2 3 | 3 24667
0 7 8 3 6 5 4 2 1 | 4 115
0 7 8 3 6 5 4 1 2 | 4 91
0 7 8 2 6 5 4 3 1 | 3 13165
0 7 8 1 6 5 4 3 2 | 3 16518
0 7 8 2 6 5 4 1 3 | 3 19843
0 7 8 1 6 5 4 2 3 | 3 2893
0 7 8 3 6 5 2 4 1 | 3 32477
0 7 8 3 6 5 1 4 2 | 3 12012
0 7 8 2 6 5 3 4 1 | 3 24703
0 7 8 1 6 5 3 4 2 | 3 18098
0 7 8 2 6 5 1 4 3 | 4 110
0 7 8 1 6 5 2 4 3 | 4 457
0 7 8 3 6 5 2 1 4 | 3 27978
0 7 8 3 6 5 1 2 4 | 3 11720
0 7 8 2 6 5 3 1 4 | 3 4468
0 7 8 1 6 5 3 2 4 | 4 373
0 7 8 2 6 5 1 3 4 | 4 85
0 7 8 1 6 5 2 3 4 | 3 12816
0 7 8 4 6 3 5 2 1 | 4 356
0 7 8 4 6 3 5 1 2 | 3 27859
0 7 8 4 6 2 5 3 1 | 3 29778
0 7 8 4 6 1 5 3 2 | 3 22267
0 7 8 4 6 2 5 1 3 | 3 12891
0 7 8 4 6 1 5 2 3 | 3 13560
0 7 8 3 6 4 5 2 1 | 3 27293
0 7 8 3 6 4 5 1 2 | 3 12891
0 7 8 2 6 4 5 3 1 | 3 13443
0 7 8 1 6 4 5 3 2 | 4 498
0 7 8 2 6 4 5 1 3 | 3 17806
0 7 8 1 6 4 5 2 3 | 4 618
0 7 8 3 6 2 5 4 1 | 3 3097
0 7 8 3 6 1 5 4 2 | 3 29523
0 7 8 2 6 3 5 4 1 | 3 11869
0 7 8 1 6 3 5 4 2 | 4 259
0 7 8 2 6 1 5 4 3 | 3 13165
0 7 8 1 6 2 5 4 3 | 3 23644
0 7 8 3 6 2 5 1 4 | 3 253
0 7 8 3 6 1 5 2 4 | 4 37
0 7 8 2 6 3 5 1 4 | 4 37
0 7 8 1 6 3 5 2 4 | 3 253
0 7 8 2 6 1 5 3 4 | 3 21524
0 7 8 1 6 2 5 3 4 | 3 26748
0 7 8 4 6 3 2 5 1 | 4 350
0 7 8 4 6 3 1 5 2 | 3 32611
0 7 8 4 6 2 3 5 1 | 3 32629
0 7 8 4 6 1 3 5 2 | 3 17388
0 7 8 4 6 2 1 5 3 | 3 27216
0 7 8 4 6 1 2 5 3 | 4 470
0 7 8 3 6 4 2 5 1 | 3 32634
0 7 8 3 6 4 1 5 2 | 3 33004
0 7 8 2 6 4 3 5 1 | 3 2256
0 7 8 1 6 4 3 5 2 | 4 378
0 7 8 2 6 4 1 5 3 | 4 112
0 7 8 1 6 4 2 5 3 | 3 1011
0 7 8 3 6 2 4 5 1 | 3 17806
0 7 8 3 6 1 4 5 2 | 4 42
0 7 8 2 6 3 4 5 1 | 4 42
0 7 8 1 6 3 4 5 2 | 3 2898
0 7 8 2 6 1 4 5 3 | 3 13443
0 7 8 1 6 2 4 5 3 | 4 610
0 7 8 3 6 2 1 5 4 | 3 19843
0 7 8 3 6 1 2 5 4 | 3 11702
0 7 8 2 6 3 1 5 4 | 3 4467
0 7 8 1 6 3 2 5 4 | 4 248
0 7 8 2 6 1 3 5 4 | 4 56
0 7 8 1 6 2 3 5 4 | 3 31755
0 7 8 4 6 3 2 1 5 | 3 16154
0 7 8 4 6 3 1 2 5 | 3 1227
0 7 8 4 6 2 3 1 5 | 3 18014
0 7 8 4 6 1 3 2 5 | 4 422
0 7 8 4 6 2 1 3 5 | 4 326
0 7 8 4 6 1 2 3 5 | 4 446
0 7 8 3 6 4 2 1 5 | 3 17806
0 7 8 3 6 4 1 2 5 | 3 34803
0 7 8 2 6 4 3 1 5 | 3 2645
0 7 8 1 6 4 3 2 5 | 3 26356
0 7 8 2 6 4 1 3 5 | 3 23081
0 7 8 1 6 4 2 3 5 | 3 33136
0 7 8 3 6 2 4 1 5 | 3 16141
0 7 8 3 6 1 4 2 5 | 3 18523
0 7 8 2 6 3 4 1 5 | 4 316
0 7 8 1 6 3 4 2 5 | 4 252
0 7 8 2 6 1 4 3 5 | 3 11720
0 7 8 1 6 2 4 3 5 | 3 13597
0 7 8 3 6 2 1 4 5 | 4 54
0 7 8 3 6 1 2 4 5 | 3 2889
0 7 8 2 6 3 1 4 5 | 3 12012
0 7 8 1 6 3 2 4 5 | 4 250
0 7 8 2 6 1 3 4 5 | 4 54
0 7 8 1 6 2 3 4 5 | 3 2211
0 7 8 5 4 6 3 2 1 | 3 12884
0 7 8 5 4 6 3 1 2 | 3 21546
0 7 8 5 4 6 2 3 1 | 4 451
0 7 8 5 4 6 1 3 2 | 4 1332
0 7 8 5 4 6 2 1 3 | 3 12733
0 7 8 5 4 6 1 2 3 | 3 24703
0 7 8 5 3 6 4 2 1 | 4 522
0 7 8 5 3 6 4 1 2 | 3 23116
0 7 8 5 2 6 4 3 1 | 4 213
0 7 8 5 1 6 4 3 2 | 3 17806
0 7 8 5 2 6 4 1 3 | 3 23250
0 7 8 5 1 6 4 2 3 | 3 27971
0 7 8 5 3 6 2 4 1 | 3 31755
0 7 8 5 3 6 1 4 2 | 3 4563
0 7 8 5 2 6 3 4 1 | 3 12913
0 7 8 5 1 6 3 4 2 | 3 942
0 7 8 5 2 6 1 4 3 | 3 31692
0 7 8 5 1 6 2 4 3 | 4 462
0 7 8 5 3 6 2 1 4 | 3 1490
0 7 8 5 3 6 1 2 4 | 3 16040
0 7 8 5 2 6 3 1 4 | 3 4564
0 7 8 5 1 6 3 2 4 | 4 399
0 7 8 5 2 6 1 3 4 | 4 204
0 7 8 5 1 6 2 3 4 | 4 438
0 7 8 4 5 6 3 2 1 | 4 477
0 7 8 4 5 6 3 1 2 | 3 23139
0 7 8 4 5 6 2 3 1 | 3 19476
0 7 8 4 5 6 1 3 2 | 3 3097
0 7 8 4 5 6 2 1 3 | 3 13215
0 7 8 4 5 6 1 2 3 | 4 693
0 7 8 3 5 6 4 2 1 | 4 498
0 7 8 3 5 6 4 1 2 | 3 11702
0 7 8 2 5 6 4 3 1 | 3 21524
0 7 8 1 5 6 4 3 2 | 4 498
0 7 8 2 5 6 4 1 3 | 3 17857
0 7 8 1 5 6 4 2 3 | 3 16022
0 7 8 3 5 6 2 4 1 | 3 16472
0 7 8 3 5 6 1 4 2 | 4 612
0 7 8 2 5 6 3 4 1 | 3 24517
0 7 8 1 5 6 3 4 2 | 3 32498
0 7 8 2 5 6 1 4 3 | 3 12733
0 7 8 1 5 6 2 4 3 | 4 456
0 7 8 3 5 6 2 1 4 | 3 12884
0 7 8 3 5 6 1 2 4 | 3 32634
0 7 8 2 5 6 3 1 4 | 4 60
0 7 8 1 5 6 3 2 4 | 3 13277
0 7 8 2 5 6 1 3 4 | 4 84
0 7 8 1 5 6 2 3 4 | 3 12104
0 7 8 4 3 6 5 2 1 | 4 236
0 7 8 4 3 6 5 1 2 | 4 644
0 7 8 4 2 6 5 3 1 | 3 4467
0 7 8 4 1 6 5 3 2 | 4 527
0 7 8 4 2 6 5 1 3 | 3 13597
0 7 8 4 1 6 5 2 3 | 3 942
0 7 8 3 4 6 5 2 1 | 3 26453
0 7 8 3 4 6 5 1 2 | 4 92
0 7 8 2 4 6 5 3 1 | 3 24522
0 7 8 1 4 6 5 3 2 | 3 4563
0 7 8 2 4 6 5 1 3 | 3 24667
0 7 8 1 4 6 5 2 3 | 3 12884
0 7 8 3 2 6 5 4 1 | 3 27465
0 7 8 3 1 6 5 4 2 | 3 12470
0 7 8 2 3 6 5 4 1 | 3 17806
0 7 8 1 3 6 5 4 2 | 3 12816
0 7 8 2 1 6 5 4 3 | 3 26748
0 7 8 1 2 6 5 4 3 | 3 1227
0 7 8 3 2 6 5 1 4 | 3 24703
0 7 8 3 1 6 5 2 4 | 4 14
0 7 8 2 3 6 5 1 4 | 4 14
0 7 8 1 3 6 5 2 4 | 4 505
0 7 8 2 1 6 5 3 4 | 3 4563
0 7 8 1 2 6 5 3 4 | 4 193
0 7 8 4 3 6 2 5 1 | 3 3136
0 7 8 4 3 6 1 5 2 | 3 24517
0 7 8 4 2 6 3 5 1 | 4 188
0 7 8 4 1 6 3 5 2 | 3 31584
0 7 8 4 2 6 1 5 3 | 3 16472
0 7 8 4 1 6 2 5 3 | 3 26748
0 7 8 3 4 6 2 5 1 | 4 110
0 7 8 3 4 6 1 5 2 | 3 31277
0 7 8 2 4 6 3 5 1 | 4 68
0 7 8 1 4 6 3 5 2 | 3 942
0 7 8 2 4 6 1 5 3 | 3 12470
0 7 8 1 4 6 2 5 3 | 3 4564
0 7 8 3 2 6 4 5 1 | 3 13215
0 7 8 3 1 6 4 5 2 | 3 34708
0 7 8 2 3 6 4 5 1 | 4 22
0 7 8 1 3 6 4 5 2 | 3 21559
0 7 8 2 1 6 4 5 3 | 3 31188
0 7 8 1 2 6 4 5 3 | 3 22282
0 7 8 3 2 6 1 5 4 | 3 32317
0 7 8 3 1 6 2 5 4 | 3 24531
0 7 8 2 3 6 1 5 4 | 4 170
0 7 8 1 3 6 2 5 4 | 4 127
0 7 8 2 1 6 3 5 4 | 3 31092
0 7 8 1 2 6 3 5 4 | 3 31584
0 7 8 4 3 6 2 1 5 | 4 206
0 7 8 4 3 6 1 2 5 | 3 32441
0 7 8 4 2 6 3 1 5 | 3 27280
0 7 8 4 1 6 3 2 5 | 4 732
0 7 8 4 2 6 1 3 5 | 3 19476
0 7 8 4 1 6 2 3 5 | 3 16022
0 7 8 3 4 6 2 1 5 | 3 2893
0 7 8 3 4 6 1 2 5 | 3 33004
0 7 8 2 4 6 3 1 5 | 3 21400
0 7 8 1 4 6 3 2 5 | 3 23116
0 7 8 2 4 6 1 3 5 | 4 86
0 7 8 1 4 6 2 3 5 | 3 906
0 7 8 3 2 6 4 1 5 | 4 132
0 7 8 3 1 6 4 2 5 | 3 3136
0 7 8 2 3 6 4 1 5 | 4 16
0 7 8 1 3 6 4 2 5 | 4 132
0 7 8 2 1 6 4 3 5 | 3 34708
0 7 8 1 2 6 4 3 5 | 4 192
0 7 8 3 2 6 1 4 5 | 3 12733
0 7 8 3 1 6 2 4 5 | 4 6
0 7 8 2 3 6 1 4 5 | 3 172
0 7 8 1 3 6 2 4 5 | 3 14736
0 7 8 2 1 6 3 4 5 | 3 1962
0 7 8 1 2 6 3 4 5 | 3 172
0 7 8 5 4 3 6 2 1 | 4 359
0 7 8 5 4 3 6 1 2 | 4 331
0 7 8 5 4 2 6 3 1 | 3 27978
0 7 8 5 4 1 6 3 2 | 3 18098
0 7 8 5 4 2 6 1 3 | 3 972
0 7 8 5 4 1 6 2 3 | 3 13443
0 7 8 5 3 4 6 2 1 | 3 2645
0 7 8 5 3 4 6 1 2 | 3 4564
0 7 8 5 2 4 6 3 1 | 3 23250
0 7 8 5 1 4 6 3 2 | 3 26453
0 7 8 5 2 4 6 1 3 | 3 14797
0 7 8 5 1 4 6 2 3 | 3 14762
0 7 8 5 3 2 6 4 1 | 3 13188
0 7 8 5 3 1 6 4 2 | 3 17632
0 7 8 5 2 3 6 4 1 | 3 26379
0 7 8 5 1 3 6 4 2 | 3 2256
0 7 8 5 2 1 6 4 3 | 3 29693
0 7 8 5 1 2 6 4 3 | 4 345
0 7 8 5 3 2 6 1 4 | 3 12913
0 7 8 5 3 1 6 2 4 | 4 156
0 7 8 5 2 3 6 1 4 | 4 156
0 7 8 5 1 3 6 2 4 | 3 29693
0 7 8 5 2 1 6 3 4 | 3 11702
0 7 8 5 1 2 6 3 4 | 3 1227
0 7 8 4 5 3 6 2 1 | 4 358
0 7 8 4 5 3 6 1 2 | 3 26356
0 7 8 4 5 2 6 3 1 | 3 16472
0 7 8 4 5 1 6 3 2 | 3 31298
0 7 8 4 5 2 6 1 3 | 4 358
0 7 8 4 5 1 6 2 3 | 3 13188
0 7 8 3 5 4 6 2 1 | 4 115
0 7 8 3 5 4 6 1 2 | 3 972
0 7 8 2 5 4 6 3 1 | 4 91
0 7 8 1 5 4 6 3 2 | 4 499
0 7 8 2 5 4 6 1 3 | 4 115
0 7 8 1 5 4 6 2 3 | 4 577
0 7 8 3 5 2 6 4 1 | 4 102
0 7 8 3 5 1 6 4 2 | 3 2347
0 7 8 2 5 3 6 4 1 | 4 42
0 7 8 1 5 3 6 4 2 | 3 21952
0 7 8 2 5 1 6 4 3 | 4 102
0 7 8 1 5 2 6 4 3 | 3 16040
0 7 8 3 5 2 6 1 4 | 3 11702
0 7 8 3 5 1 6 2 4 | 4 1022
0 7 8 2 5 3 6 1 4 | 4 760
0 7 8 1 5 3 6 2 4 | 3 26725
0 7 8 2 5 1 6 3 4 | 3 21462
0 7 8 1 5 2 6 3 4 | 3 29778
0 7 8 4 3 5 6 2 1 | 3 27280
0 7 8 4 3 5 6 1 2 | 4 213
0 7 8 4 2 5 6 3 1 | 4 213
0 7 8 4 1 5 6 3 2 | 3 906
0 7 8 4 2 5 6 1 3 | 3 27166
0 7 8 4 1 5 6 2 3 | 3 13560
0 7 8 3 4 5 6 2 1 | 4 118
0 7 8 3 4 5 6 1 2 | 3 21400
0 7 8 2 4 5 6 3 1 | 3 906
0 7 8 1 4 5 6 3 2 | 3 942
0 7 8 2 4 5 6 1 3 | 3 27859
0 7 8 1 4 5 6 2 3 | 3 32498
0 7 8 3 2 5 6 4 1 | 4 99
0 7 8 3 1 5 6 4 2 | 4 21
0 7 8 2 3 5 6 4 1 | 4 21
0 7 8 1 3 5 6 4 2 | 3 17388
0 7 8 2 1 5 6 4 3 | 4 99
0 7 8 1 2 5 6 4 3 | 4 216
0 7 8 3 2 5 6 1 4 | 4 132
0 7 8 3 1 5 6 2 4 | 4 15
0 7 8 2 3 5 6 1 4 | 4 15
0 7 8 1 3 5 6 2 4 | 3 901
0 7 8 2 1 5 6 3 4 | 3 17857
0 7 8 1 2 5 6 3 4 | 4 192
0 7 8 4 3 2 6 5 1 | 3 2347
0 7 8 4 3 1 6 5 2 | 3 32611
0 7 8 4 2 3 6 5 1 | 3 4468
0 7 8 4 1 3 6 5 2 | 4 287
0 7 8 4 2 1 6 5 3 | 3 34707
0 7 8 4 1 2 6 5 3 | 3 972
0 7 8 3 4 2 6 5 1 | 4 104
0 7 8 3 4 1 6 5 2 | 4 47
0 7 8 2 4 3 6 5 1 | 3 18653
0 7 8 1 4 3 6 5 2 | 3 4564
0 7 8 2 4 1 6 5 3 | 4 104
0 7 8 1 4 2 6 5 3 | 3 21462
0 7 8 3 2 4 6 5 1 | 3 12760
0 7 8 3 1 4 6 5 2 | 3 1780
0 7 8 2 3 4 6 5 1 | 3 27166
0 7 8 1 3 4 6 5 2 | 3 906
0 7 8 2 1 4 6 5 3 | 3 17857
0 7 8 1 2 4 6 5 3 | 3 17388
0 7 8 3 2 1 6 5 4 | 3 19476
0 7 8 3 1 2 6 5 4 | 4 1
0 7 8 2 3 1 6 5 4 | 4 1
0 7 8 1 3 2 6 5 4 | 3 33004
0 7 8 2 1 3 6 5 4 | 3 4564
0 7 8 1 2 3 6 5 4 | 4 145
0 7 8 4 3 2 6 1 5 | 3 1011
0 7 8 4 3 1 6 2 5 | 4 158
0 7 8 4 2 3 6 1 5 | 3 14797
0 7 8 4 1 3 6 2 5 | 3 901
0 7 8 4 2 1 6 3 5 | 3 13165
0 7 8 4 1 2 6 3 5 | 4 512
0 7 8 3 4 2 6 1 5 | 4 80
0 7 8 3 4 1 6 2 5 | 4 38
0 7 8 2 4 3 6 1 5 | 3 901
0 7 8 1 4 3 6 2 5 | 3 26128
0 7 8 2 4 1 6 3 5 | 3 11702
0 7 8 1 4 2 6 3 5 | 4 488
0 7 8 3 2 4 6 1 5 | 3 13215
0 7 8 3 1 4 6 2 5 | 4 14
0 7 8 2 3 4 6 1 5 | 4 14
0 7 8 1 3 4 6 2 5 | 4 137
0 7 8 2 1 4 6 3 5 | 3 21362
0 7 8 1 2 4 6 3 5 | 4 194
0 7 8 3 2 1 6 4 5 | 4 24
0 7 8 3 1 2 6 4 5 | 3 0
0 7 8 2 3 1 6 4 5 | 3 0
0 7 8 1 3 2 6 4 5 | 4 120
0 7 8 2 1 3 6 4 5 | 4 24
0 7 8 1 2 3 6 4 5 | 3 1725
0 7 8 5 4 3 2 6 1 | 3 14556
0 7 8 5 4 3 1 6 2 | 3 33339
0 7 8 5 4 2 3 6 1 | 3 13165
0 7 8 5 4 1 3 6 2 | 3 14736
0 7 8 5 4 2 1 6 3 | 4 685
0 7 8 5 4 1 2 6 3 | 4 473
0 7 8 5 3 4 2 6 1 | 3 14762
0 7 8 5 3 4 1 6 2 | 3 31277
0 7 8 5 2 4 3 6 1 | 3 17341
0 7 8 5 1 4 3 6 2 | 3 13277
0 7 8 5 2 4 1 6 3 | 4 683
0 7 8 5 1 4 2 6 3 | 3 901
0 7 8 5 3 2 4 6 1 | 3 2204
0 7 8 5 3 1 4 6 2 | 4 163
0 7 8 5 2 3 4 6 1 | 4 163
0 7 8 5 1 3 4 6 2 | 4 287
0 7 8 5 2 1 4 6 3 | 3 22282
0 7 8 5 1 2 4 6 3 | 3 18098
0 7 8 5 3 2 1 6 4 | 3 13188
0 7 8 5 3 1 2 6 4 | 3 16022
0 7 8 5 2 3 1 6 4 | 3 1011
0 7 8 5 1 3 2 6 4 | 3 16188
0 7 8 5 2 1 3 6 4 | 4 174
0 7 8 5 1 2 3 6 4 | 4 294
0 7 8 4 5 3 2 6 1 | 3 1780
0 7 8 4 5 3 1 6 2 | 3 27469
0 7 8 4 5 2 3 6 1 | 3 16141
0 7 8 4 5 1 3 6 2 | 4 978
0 7 8 4 5 2 1 6 3 | 3 18098
0 7 8 4 5 1 2 6 3 | 4 471
0 7 8 3 5 4 2 6 1 | 4 773
0 7 8 3 5 4 1 6 2 | 4 71
0 7 8 2 5 4 3 6 1 | 4 71
0 7 8 1 5 4 3 6 2 | 3 1056
0 7 8 2 5 4 1 6 3 | 3 2211
0 7 8 1 5 4 2 6 3 | 4 457
0 7 8 3 5 2 4 6 1 | 4 259
0 7 8 3 5 1 4 6 2 | 4 43
0 7 8 2 5 3 4 6 1 | 4 43
0 7 8 1 5 3 4 6 2 | 3 23081
0 7 8 2 5 1 4 6 3 | 4 1087
0 7 8 1 5 2 4 6 3 | 3 2889
0 7 8 3 5 2 1 6 4 | 4 54
0 7 8 3 5 1 2 6 4 | 3 11720
0 7 8 2 5 3 1 6 4 | 4 288
0 7 8 1 5 3 2 6 4 | 4 249
0 7 8 2 5 1 3 6 4 | 3 27592
0 7 8 1 5 2 3 6 4 | 3 16022
0 7 8 4 3 5 2 6 1 | 3 17341
0 7 8 4 3 5 1 6 2 | 3 32317
0 7 8 4 2 5 3 6 1 | 4 189
0 7 8 4 1 5 3 6 2 | 3 21184
0 7 8 4 2 5 1 6 3 | 3 16188
0 7 8 4 1 5 2 6 3 | 4 465
0 7 8 3 4 5 2 6 1 | 3 2898
0 7 8 3 4 5 1 6 2 | 3 32477
0 7 8 2 4 5 3 6 1 | 4 70
0 7 8 1 4 5 3 6 2 | 3 22267
0 7 8 2 4 5 1 6 3 | 3 24703
0 7 8 1 4 5 2 6 3 | 3 901
0 7 8 3 2 5 4 6 1 | 3 3136
0 7 8 3 1 5 4 6 2 | 3 24522
0 7 8 2 3 5 4 6 1 | 3 32611
0 7 8 1 3 5 4 6 2 | 3 21546
0 7 8 2 1 5 4 6 3 | 3 13188
0 7 8 1 2 5 4 6 3 | 3 12913
0 7 8 3 2 5 1 6 4 | 4 51
0 7 8 3 1 5 2 6 4 | 3 16518
0 7 8 2 3 5 1 6 4 | 3 14762
0 7 8 1 3 5 2 6 4 | 3 27465
0 7 8 2 1 5 3 6 4 | 3 21660
0 7 8 1 2 5 3 6 4 | 3 23644
0 7 8 4 3 2 5 6 1 | 3 31298
0 7 8 4 3 1 5 6 2 | 4 165
0 7 8 4 2 3 5 6 1 | 4 165
0 7 8 4 1 3 5 6 2 | 4 285
0 7 8 4 2 1 5 6 3 | 4 226
0 7 8 4 1 2 5 6 3 | 3 21524
0 7 8 3 4 2 5 6 1 | 4 105
0 7 8 3 4 1 5 6 2 | 4 45
0 7 8 2 4 3 5 6 1 | 3 32629
0 7 8 1 4 3 5 6 2 | 4 651
0 7 8 2 4 1 5 6 3 | 3 13560
0 7 8 1 4 2 5 6 3 | 3 2256
0 7 8 3 2 4 5 6 1 | 3 26379
0 7 8 3 1 4 5 6 2 | 4 21
0 7 8 2 3 4 5 6 1 | 4 21
0 7 8 1 3 4 5 6 2 | 3 32634
0 7 8 2 1 4 5 6 3 | 4 99
0 7 8 1 2 4 5 6 3 | 3 17614
0 7 8 3 2 1 5 6 4 | 4 24
0 7 8 3 1 2 5 6 4 | 3 0
0 7 8 2 3 1 5 6 4 | 3 0
0 7 8 1 3 2 5 6 4 | 4 120
0 7 8 2 1 3 5 6 4 | 4 24
0 7 8 1 2 3 5 6 4 | 3 1721
0 7 8 4 3 2 1 6 5 | 3 24517
0 7 8 4 3 1 2 6 5 | 3 2347
0 7 8 4 2 3 1 6 5 | 3 24640
0 7 8 4 1 3 2 6 5 | 3 14802
0 7 8 4 2 1 3 6 5 | 3 22282
0 7 8 4 1 2 3 6 5 | 3 901
0 7 8 3 4 2 1 6 5 | 4 56
0 7 8 3 4 1 2 6 5 | 3 31688
0 7 8 2 4 3 1 6 5 | 3 1490
0 7 8 1 4 3 2 6 5 | 4 248
0 7 8 2 4 1 3 6 5 | 3 24517
0 7 8 1 4 2 3 6 5 | 4 293
0 7 8 3 2 4 1 6 5 | 3 31692
0 7 8 3 1 4 2 6 5 | 3 4468
0 7 8 2 3 4 1 6 5 | 4 11
0 7 8 1 3 4 2 6 5 | 4 128
0 7 8 2 1 4 3 6 5 | 4 53
0 7 8 1 2 4 3 6 5 | 3 12913
0 7 8 3 2 1 4 6 5 | 3 13277
0 7 8 3 1 2 4 6 5 | 4 2
0 7 8 2 3 1 4 6 5 | 4 2
0 7 8 1 3 2 4 6 5 | 3 18039
0 7 8 2 1 3 4 6 5 | 3 13560
0 7 8 1 2 3 4 6 5 | 3 4563
0 7 8 5 4 3 2 1 6 | 3 2211
0 7 8 5 4 3 1 2 6 | 3 18331
0 7 8 5 4 2 3 1 6 | 3 1780
0 7 8 5 4 1 3 2 6 | 4 421
0 7 8 5 4 2 1 3 6 | 4 325
0 7 8 5 4 1 2 3 6 | 3 13152
0 7 8 5 3 4 2 1 6 | 4 209
0 7 8 5 3 4 1 2 6 | 4 181
0 7 8 5 2 4 3 1 6 | 4 181
0 7 8 5 1 4 3 2 6 | 3 14684
0 7 8 5 2 4 1 3 6 | 3 13215
0 7 8 5 1 4 2 3 6 | 3 14736
0 7 8 5 3 2 4 1 6 | 4 199
0 7 8 5 3 1 4 2 6 | 3 17614
0 7 8 5 2 3 4 1 6 | 3 18331
0 7 8 5 1 3 4 2 6 | 4 277
0 7 8 5 2 1 4 3 6 | 4 199
0 7 8 5 1 2 4 3 6 | 4 515
0 7 8 5 3 2 1 4 6 | 3 14762
0 7 8 5 3 1 2 4 6 | 3 26725
0 7 8 5 2 3 1 4 6 | 4 295
0 7 8 5 1 3 2 4 6 | 3 906
0 7 8 5 2 1 3 4 6 | 3 12733
0 7 8 5 1 2 3 4 6 | 3 11869
0 7 8 4 5 3 2 1 6 | 4 327
0 7 8 4 5 3 1 2 6 | 3 14762
0 7 8 4 5 2 3 1 6 | 3 29778
0 7 8 4 5 1 3 2 6 | 3 972
0 7 8 4 5 2 1 3 6 | 4 327
0 7 8 4 5 1 2 3 6 | 3 2347
0 7 8 3 5 4 2 1 6 | 4 85
0 7 8 3 5 4 1 2 6 | 4 493
0 7 8 2 5 4 3 1 6 | 3 972
0 7 8 1 5 4 3 2 6 | 4 373
0 7 8 2 5 4 1 3 6 | 4 85
0 7 8 1 5 4 2 3 6 | 4 493
